feature,importance,is_new
strong_acid_ratio_cummax,0.003928563,True
nox_ratio_roll12,0.0039189328,True
temp_variance_roll3,0.003903103,True
formaldehyde_weighted_exp,0.0039015773,True
metar_dew_point_c_cummax,0.0038710667,False
aerosol_exposure_cummax,0.003868285,True
dust_aerosol_003_055_mixing_ratio_cummax,0.0038231134,False
temperature_cummax,0.0037845406,False
temp_variance_cummax,0.0037801848,True
h2o2_cummax,0.0037476593,False
metar_wind_speed_kn_roll12,0.0037116397,False
sulphate_aerosol_mixing_ratio_cummean,0.0036713148,False
specific_humidity_cummax,0.0036583063,False
metar_visibility_mi_cummean,0.0036402708,False
hydrophilic_ratio_cummax,0.0036266872,True
formaldehyde_cummax,0.0035870427,False
high_humidity_exposure_roll12,0.0035843977,True
combined_risk_score_cummax,0.0035727012,True
sea_salt_aerosol_003_05_mixing_ratio_cummax,0.0035489602,False
metar_relative_humidity_cummax,0.0035360525,False
high_salt_zone_cumsum,0.0035313403,True
nox_ratio_cumsum,0.0035271163,True
total_parking_minutes_cummean,0.003502002,False
humidity_variance_cummax,0.0034947388,True
metar_dew_point_c_cummean,0.0034217623,False
ozone_pollution_cummax,0.0033479077,True
nox_ratio_cummax,0.0033059665,True
sulphate_aerosol_mixing_ratio_cummax,0.003296672,False
dust_aerosol_003_055_mixing_ratio_cumsum,0.003219545,False
high_humidity_exposure_cummean,0.0032098095,True
nitrogen_monoxide_mass_mixing_ratio_cummax,0.0031271223,False
temp_variance_roll12,0.0030842905,True
danger_zone_roll12,0.003060269,True
high_humidity_exposure_cummax,0.0030464018,True
industrial_exposure_cummax,0.0030078809,True
oh_cummean,0.0028495619,False
hydrophilic_organic_matter_aerosol_mixing_ratio_cumsum,0.0028416337,False
metar_temperature_c_cummax,0.002784638,False
h2o2_weighted_exp_cummean,0.0027792912,True
temp_variance_lag1,0.0027525926,True
total_parking_minutes_lag1,0.0026693535,False
nitrogen_monoxide_mass_mixing_ratio_cumsum,0.0026536684,False
metar_temperature_c_cummean,0.0026447256,False
combined_risk_score_cumsum,0.0026351209,True
isoprene_cummean,0.0026283148,False
corrosive_conditions_roll12,0.0026132534,True
temp_variance_cumsum,0.0025968556,True
thermal_stress_roll3,0.0025083506,True
ethane_cummax,0.002478621,False
metar_wind_speed_kn_roll3,0.0024750943,False
metar_temperature_c_cumsum,0.0024503076,False
acid_rain_risk_cummax,0.0023935,True
sulphur_dioxide_mass_mixing_ratio_roll3,0.0023401703,False
acid_attack_risk_cummean,0.0023365,True
salt_fine_ratio_cumsum,0.0020803853,True
danger_zone_cummean,0.0019203766,True
dust_salt_mix_cumsum,0.0018276415,True
dust_salt_mix_roll12,0.0017868901,True
isoprene_cumsum,0.0017586545,False
hydrophilic_black_carbon_aerosol_mixing_ratio,0.0016265744,False
hydrophilic_ratio_roll12,0.0015528131,True
sulphur_dioxide_mass_mixing_ratio_lag1,0.0015472085,False
metar_hour_precipitation_cummean,0.0015420814,False
organic_inorganic_ratio_roll3,0.0015219016,True
hno3_weighted_exp_cummean,0.0014496673,True
metar_hour_precipitation_cummax,0.0014150881,False
strong_acid_ratio_roll12,0.001364747,True
organic_inorganic_ratio_cumsum,0.0013569909,True
hydrophilic_black_carbon_aerosol_mixing_ratio_cumsum,0.0013411861,False
acid_salt_synergy_lag1,0.0013374522,True
aerosol_exposure_cumsum,0.0013014411,True
total_parking_minutes,0.0012799879,False
h2o2_cummean,0.0012443954,False
formaldehyde_cumsum,0.0012171208,False
metar_hour_precipitation_lag1,0.0012118584,False
organic_nitrates_roll12,0.0011780023,False
organic_inorganic_ratio_lag1,0.001129801,True
salt_acid_ratio_roll12,0.0010974767,True
humidity_variance_roll12,0.0010530675,True
total_parking_minutes_roll12,0.0010319129,False
temperature_roll3,0.001000371,False
extreme_temp_lag1,0.00093431387,True
organic_inorganic_ratio,0.0008293353,True
acid_rain_risk_cummean,0.0008000822,True
organic_nitrates,0.0007645461,False
dust_aerosol_003_055_mixing_ratio,0.00075149094,False
organic_nitrates_roll3,0.0007375921,False
ethane,0.0007197772,False
c3h8_cumsum,0.0006797139,False
humidity_variance_lag1,0.0005786846,True
sea_salt_aerosol_003_05_mixing_ratio_roll3,0.00050540816,False
dust_aerosol_003_055_mixing_ratio_roll3,0.00046500034,False
metar_hour_precipitation_roll3,0.00041162237,False
metar_hour_precipitation_roll12,0.00039747308,False
metar_dew_point_c,0.00038281002,False
hydrophilic_ratio_roll3,0.00034933636,True
thermal_stress_lag1,0.00030279197,True
h2o2_roll3,0.0002968211,False
high_salt_zone_roll12,0.00027097078,True
sea_salt_aerosol_003_05_mixing_ratio,0.00023549037,False
salt_fine_ratio_roll3,0.00023480433,True
strong_acid_ratio_roll3,0.00018079055,True
industrial_exposure_roll3,9.1199174e-05,True
nitrogen_monoxide_mass_mixing_ratio_roll3,8.776526e-05,False
metar_temperature_c,7.811937e-05,False
ozone_pollution,7.6360855e-05,True
salt_fine_ratio_lag1,7.1996285e-05,True
metar_visibility_mi,6.941152e-05,False
strong_acid_ratio,6.4029264e-05,True
