feature,importance
sea_salt_aerosol_05_5_mixing_ratio_roll3,0.0037766409
isoprene_roll12,0.0037586165
organic_nitrates_cummean,0.0036855175
hydrophobic_black_carbon_aerosol_mixing_ratio_roll12,0.0036454115
metar_relative_humidity_cummean,0.0036266905
nitrogen_monoxide_mass_mixing_ratio_cumsum,0.0036192606
sulphur_dioxide_mass_mixing_ratio_cummax,0.0036093197
isoprene_roll12_std,0.003584075
hydrophilic_organic_matter_aerosol_mixing_ratio_cummean,0.0035722386
metar_dew_point_c_lag3,0.0035168654
ethane_roll12_std,0.0034823488
sea_salt_aerosol_05_5_mixing_ratio_cummean,0.0034792398
organic_nitrates_roll12,0.0034746032
total_parking_minutes_cummean,0.0034515893
nitrogen_monoxide_mass_mixing_ratio_roll12,0.0033913355
metar_temperature_c_cummean,0.0033207277
metar_hour_precipitation_roll6,0.0032915226
dust_aerosol_055_09_mixing_ratio_cumsum,0.0031858142
sulphur_dioxide_mass_mixing_ratio_roll12_std,0.00310676
metar_temperature_c_roll12,0.0030425224
hno3_roll12,0.0030324955
sulphate_aerosol_mixing_ratio_roll12_std,0.0030240042
formaldehyde_roll12,0.0030052683
metar_visibility_mi_roll12,0.0030025584
dust_aerosol_055_09_mixing_ratio_cummax,0.0029348568
metar_dew_point_c_cummean,0.0028873214
total_parking_minutes_roll12,0.0028585596
sea_salt_aerosol_003_05_mixing_ratio_roll12,0.0028531866
metar_temperature_c_roll12_std,0.0028485733
specific_humidity_cumsum,0.0028228352
oh_roll12,0.002819467
nitrogen_dioxide_mass_mixing_ratio_roll12,0.002815249
oh_cumsum,0.0027200454
sea_salt_aerosol_003_05_mixing_ratio_roll12_std,0.002681612
total_parking_minutes,0.0026692096
sea_salt_aerosol_05_5_mixing_ratio_lag1,0.0026060783
dust_aerosol_055_09_mixing_ratio_cummean,0.002601206
hydrophilic_black_carbon_aerosol_mixing_ratio_roll12_std,0.0025955657
dust_aerosol_09_20_mixing_ratio_roll12,0.002585411
isoprene_cumsum,0.0025401863
hydrophobic_organic_matter_aerosol_mixing_ratio_roll12,0.0025358417
metar_temperature_c_cumsum,0.002526151
hydrophilic_black_carbon_aerosol_mixing_ratio_roll12,0.0025075946
metar_hour_precipitation_roll12,0.0024578117
hydrophilic_organic_matter_aerosol_mixing_ratio_roll12,0.0024294707
sulphur_dioxide_mass_mixing_ratio_roll12,0.0024204776
c3h8_roll12_std,0.0024154217
metar_dew_point_c_roll12_std,0.0024036998
ozone_mass_mixing_ratio_cumsum,0.0023985668
total_parking_minutes_roll12_std,0.0023820617
specific_humidity_roll12_std,0.002353376
organic_nitrates_cumsum,0.0023324366
temperature_roll6,0.0023173892
sea_salt_aerosol_003_05_mixing_ratio_cumsum,0.0022933723
ethane_cumsum,0.0022857604
nitrogen_monoxide_mass_mixing_ratio_roll12_std,0.0022472546
hydrophilic_black_carbon_aerosol_mixing_ratio_lag3,0.0022415244
sulphur_dioxide_mass_mixing_ratio_cumsum,0.0022396517
hno3_cumsum,0.0022101123
metar_relative_humidity_roll12_std,0.0022040203
metar_wind_speed_kn_roll12,0.0021683723
sulphate_aerosol_mixing_ratio_roll12,0.0021637804
metar_relative_humidity_roll12,0.002152248
dust_aerosol_003_055_mixing_ratio_cumsum,0.0021471062
dust_aerosol_09_20_mixing_ratio_cumsum,0.0021222078
ethane_roll12,0.002108693
h2o2_cumsum,0.0020824778
metar_visibility_mi_roll12_std,0.0020667824
dust_aerosol_055_09_mixing_ratio_roll12,0.002064748
hydrophilic_black_carbon_aerosol_mixing_ratio_cumsum,0.0020491935
ozone_mass_mixing_ratio_roll12_std,0.0020441753
hydrophobic_black_carbon_aerosol_mixing_ratio_roll12_std,0.0020342525
hydrophobic_black_carbon_aerosol_mixing_ratio_cumsum,0.002032945
nitrogen_dioxide_mass_mixing_ratio_cumsum,0.0020100041
formaldehyde_cumsum,0.0019923921
formaldehyde_roll12_std,0.0019671854
sea_salt_aerosol_003_05_mixing_ratio_roll3,0.0019385915
oh_roll12_std,0.0019188907
hydrophilic_organic_matter_aerosol_mixing_ratio_cumsum,0.0018848537
nitrogen_dioxide_mass_mixing_ratio_roll12_std,0.0018700517
carbon_monoxide_mass_mixing_ratio_roll6,0.0018514454
formaldehyde_roll6,0.0018219547
organic_nitrates_roll12_std,0.0017795161
hydrophobic_organic_matter_aerosol_mixing_ratio_cumsum,0.0017591106
sulphate_aerosol_mixing_ratio_cumsum,0.0017561628
metar_visibility_mi,0.0017238455
c3h8_cumsum,0.0017167857
sea_salt_aerosol_5_20_mixing_ratio_roll12_std,0.0017025224
carbon_monoxide_mass_mixing_ratio_cumsum,0.0017021671
sulphate_aerosol_mixing_ratio_lag3,0.0016919968
total_parking_minutes_roll3,0.0016777681
isoprene_roll6,0.0016495709
ethane_roll6,0.0016255913
dust_aerosol_09_20_mixing_ratio_roll12_std,0.001608139
h2o2_roll12_std,0.0015114076
temperature_roll12_std,0.0015072034
sulphur_dioxide_mass_mixing_ratio_roll6,0.001479967
carbon_monoxide_mass_mixing_ratio_roll12_std,0.001448098
total_parking_minutes_lag1,0.001436817
dust_aerosol_09_20_mixing_ratio,0.0014068113
hno3_roll12_std,0.0014034098
metar_visibility_mi_roll3,0.0014027213
organic_nitrates_roll6,0.0014014712
dust_aerosol_003_055_mixing_ratio_roll12,0.0013939599
sea_salt_aerosol_5_20_mixing_ratio_roll6,0.0013584796
c3h8_roll3,0.0013559514
metar_wind_speed_kn_roll12_std,0.0013256854
hydrophobic_black_carbon_aerosol_mixing_ratio_roll6,0.0012997913
hydrophilic_organic_matter_aerosol_mixing_ratio_roll12_std,0.0012917004
sea_salt_aerosol_003_05_mixing_ratio_roll6,0.0012860479
hydrophobic_organic_matter_aerosol_mixing_ratio_roll3,0.0012792982
c3h8_roll6,0.0012701451
metar_visibility_mi_lag3,0.0012554594
hydrophobic_organic_matter_aerosol_mixing_ratio_roll12_std,0.0012298488
sea_salt_aerosol_003_05_mixing_ratio,0.0012283509
sea_salt_aerosol_5_20_mixing_ratio_lag3,0.0011959632
hydrophobic_black_carbon_aerosol_mixing_ratio_roll3,0.001194049
sulphate_aerosol_mixing_ratio_roll3,0.0011902947
hydrophobic_organic_matter_aerosol_mixing_ratio,0.0011885267
metar_relative_humidity,0.0011725982
hydrophobic_organic_matter_aerosol_mixing_ratio_lag3,0.0011661107
ozone_mass_mixing_ratio_roll6,0.0011562057
nitrogen_dioxide_mass_mixing_ratio_roll3,0.0011344606
sea_salt_aerosol_05_5_mixing_ratio_roll12_std,0.0011289194
hno3_roll6,0.0010917428
nitrogen_monoxide_mass_mixing_ratio,0.0010849696
isoprene,0.0010779062
hydrophobic_organic_matter_aerosol_mixing_ratio_roll6,0.0010609587
organic_nitrates_roll3,0.0010567014
hno3_roll3,0.0010560428
dust_aerosol_003_055_mixing_ratio_roll12_std,0.0010306255
total_parking_minutes_roll6,0.0010189352
c3h8_lag1,0.0010047627
metar_wind_speed_kn_roll6,0.0010004175
metar_hour_precipitation_roll3,0.0009939681
temperature_lag3,0.0009935439
sea_salt_aerosol_05_5_mixing_ratio_roll6,0.0009913878
nitrogen_dioxide_mass_mixing_ratio_roll6,0.0009761288
total_parking_minutes_lag3,0.0009703858
h2o2_roll3,0.00096251117
hno3_lag3,0.00096240174
nitrogen_monoxide_mass_mixing_ratio_roll6,0.00095779705
dust_aerosol_003_055_mixing_ratio_roll6,0.00092962256
dust_aerosol_003_055_mixing_ratio,0.0009292974
hydrophilic_black_carbon_aerosol_mixing_ratio_roll6,0.0009236468
oh_lag1,0.0009219234
oh_roll6,0.00092157273
carbon_monoxide_mass_mixing_ratio_lag1,0.00091412413
h2o2_roll6,0.00091341184
carbon_monoxide_mass_mixing_ratio_roll3,0.00089782453
metar_visibility_mi_lag1,0.0008967253
sea_salt_aerosol_5_20_mixing_ratio_roll3,0.00088830705
dust_aerosol_09_20_mixing_ratio_lag1,0.0008831339
hydrophobic_black_carbon_aerosol_mixing_ratio_lag1,0.00088092964
formaldehyde_lag1,0.00087105454
hydrophilic_organic_matter_aerosol_mixing_ratio_roll6,0.0008462933
metar_temperature_c_lag3,0.00082956074
sea_salt_aerosol_003_05_mixing_ratio_lag1,0.00082124164
metar_temperature_c,0.0008168077
metar_visibility_mi_roll6,0.0008054933
metar_relative_humidity_lag1,0.0008035439
metar_relative_humidity_roll6,0.0008033683
hno3,0.0008032043
ethane,0.00080292934
hydrophilic_organic_matter_aerosol_mixing_ratio,0.00079615443
sulphur_dioxide_mass_mixing_ratio_roll3,0.0007935899
temperature_roll3,0.00078590005
metar_relative_humidity_roll3,0.0007850856
isoprene_lag3,0.0007803705
metar_wind_speed_kn_lag3,0.0007798159
hydrophilic_black_carbon_aerosol_mixing_ratio_lag1,0.00077174924
dust_aerosol_055_09_mixing_ratio,0.00076657825
ethane_roll3,0.0007630781
metar_wind_speed_kn,0.00076068955
sea_salt_aerosol_5_20_mixing_ratio,0.0007512654
ozone_mass_mixing_ratio,0.00075037713
oh,0.00074670336
sulphur_dioxide_mass_mixing_ratio_lag1,0.00074628054
dust_aerosol_09_20_mixing_ratio_roll6,0.0007455313
sea_salt_aerosol_05_5_mixing_ratio,0.00073409354
metar_dew_point_c_roll3,0.0007288949
metar_temperature_c_roll6,0.00072819786
ozone_mass_mixing_ratio_lag1,0.0007275169
hydrophobic_organic_matter_aerosol_mixing_ratio_lag1,0.00072018395
metar_relative_humidity_lag3,0.0007165192
oh_lag3,0.00070201576
ethane_lag1,0.00070013176
sulphate_aerosol_mixing_ratio,0.0006998053
nitrogen_dioxide_mass_mixing_ratio,0.0006952669
nitrogen_monoxide_mass_mixing_ratio_lag3,0.00069445773
hydrophilic_black_carbon_aerosol_mixing_ratio_roll3,0.00069353386
c3h8,0.00069276727
organic_nitrates_lag1,0.00068849925
sulphate_aerosol_mixing_ratio_roll6,0.00068553933
metar_hour_precipitation_lag1,0.00068516226
organic_nitrates,0.00068296166
formaldehyde_roll3,0.00068264385
dust_aerosol_003_055_mixing_ratio_roll3,0.0006706888
dust_aerosol_055_09_mixing_ratio_roll6,0.0006637154
dust_aerosol_09_20_mixing_ratio_roll3,0.00065883383
oh_roll3,0.00065059285
nitrogen_dioxide_mass_mixing_ratio_lag3,0.0006504094
dust_aerosol_055_09_mixing_ratio_roll3,0.000650083
hydrophobic_black_carbon_aerosol_mixing_ratio,0.00064584776
sulphur_dioxide_mass_mixing_ratio_lag3,0.00064543966
hno3_lag1,0.00064259436
carbon_monoxide_mass_mixing_ratio_lag3,0.00063356676
ethane_lag3,0.0006334075
dust_aerosol_09_20_mixing_ratio_lag3,0.0006320331
nitrogen_monoxide_mass_mixing_ratio_roll3,0.00063093036
sulphate_aerosol_mixing_ratio_lag1,0.000612767
dust_aerosol_003_055_mixing_ratio_lag3,0.00059938076
specific_humidity,0.0005966575
sea_salt_aerosol_5_20_mixing_ratio_lag1,0.00059188984
metar_wind_speed_kn_lag1,0.0005918469
specific_humidity_lag3,0.0005872267
ozone_mass_mixing_ratio_roll3,0.00057969964
hydrophilic_organic_matter_aerosol_mixing_ratio_roll3,0.00057913136
formaldehyde_lag3,0.00057533174
hydrophobic_black_carbon_aerosol_mixing_ratio_lag3,0.0005750194
carbon_monoxide_mass_mixing_ratio,0.0005715347
c3h8_lag3,0.00057102274
metar_dew_point_c,0.00056205556
metar_wind_speed_kn_roll3,0.0005615946
sea_salt_aerosol_05_5_mixing_ratio_lag3,0.00055849913
dust_aerosol_003_055_mixing_ratio_lag1,0.0005572753
sulphur_dioxide_mass_mixing_ratio,0.00055385835
dust_aerosol_055_09_mixing_ratio_lag1,0.00055366114
specific_humidity_roll6,0.00054957543
specific_humidity_lag1,0.0005482664
h2o2_lag1,0.0005473866
metar_temperature_c_roll3,0.0005451692
temperature_lag1,0.0005439255
hydrophilic_organic_matter_aerosol_mixing_ratio_lag1,0.0005328289
organic_nitrates_lag3,0.0005221528
metar_dew_point_c_lag1,0.00051903713
metar_dew_point_c_roll6,0.00051404914
nitrogen_monoxide_mass_mixing_ratio_lag1,0.00049149815
temperature,0.00047565007
isoprene_roll3,0.0004733724
isoprene_lag1,0.00046998946
formaldehyde,0.00046455892
nitrogen_dioxide_mass_mixing_ratio_lag1,0.00044427864
h2o2,0.00044138468
hydrophilic_black_carbon_aerosol_mixing_ratio,0.000441122
hydrophilic_organic_matter_aerosol_mixing_ratio_lag3,0.0004368038
sea_salt_aerosol_003_05_mixing_ratio_lag3,0.00043546825
ozone_mass_mixing_ratio_lag3,0.00043479408
h2o2_lag3,0.00039117996
metar_hour_precipitation_lag3,0.00035759507
dust_aerosol_055_09_mixing_ratio_lag3,0.00035595917
specific_humidity_roll3,0.00019751726
metar_temperature_c_lag1,0.0
metar_hour_precipitation,0.0
