feature,importance
dust_aerosol_055_09_mixing_ratio_roll12_mean,0.00046300635
metar_wind_speed_kn_roll12_skew,0.00046009506
hydrophilic_organic_matter_aerosol_mixing_ratio_roll3_mean,0.00045807153
dust_aerosol_09_20_mixing_ratio_roll6_min,0.00045594817
organic_nitrates_roll12_max,0.0004552788
dust_aerosol_09_20_mixing_ratio_roll12_std,0.00045478926
carbon_monoxide_mass_mixing_ratio_roll6_mean,0.00045270918
hydrophobic_organic_matter_aerosol_mixing_ratio_roll6_min,0.00045245863
sea_salt_aerosol_003_05_mixing_ratio_lag12,0.00045242108
c3h8_roll6_mean,0.00045233543
ozone_mass_mixing_ratio_roll2_mean,0.00045083513
hydrophobic_organic_matter_aerosol_mixing_ratio_roll2_std,0.00044868578
metar_dew_point_c_diff12,0.00044816337
hydrophobic_organic_matter_aerosol_mixing_ratio_roll3_mean,0.00044647927
hydrophobic_black_carbon_aerosol_mixing_ratio_ewm12,0.00044620933
dust_aerosol_055_09_mixing_ratio_roll3_mean,0.00044525266
dust_aerosol_09_20_mixing_ratio_roll12_mean,0.00044512295
sulphate_aerosol_mixing_ratio_roll6_min,0.00044244988
sea_salt_aerosol_003_05_mixing_ratio_roll24_std,0.00044062088
metar_visibility_mi_roll12_kurt,0.00043097098
metar_relative_humidity metar_wind_speed_kn,0.0004308471
sea_salt_aerosol_05_5_mixing_ratio_roll2_std,0.00042813979
carbon_monoxide_mass_mixing_ratio_roll12_std,0.00042549078
metar_visibility_mi_pct_change3,0.0004250406
metar_temperature_c_roll12_skew,0.0004249151
total_parking_minutes_roll3_min,0.00042340768
hydrophilic_black_carbon_aerosol_mixing_ratio_roll6_mean,0.00042228392
organic_nitrates_ewm12,0.00041803572
specific_humidity_roll3_max,0.00041738385
isoprene_roll6_min,0.00041336927
sea_salt_aerosol_003_05_mixing_ratio_ewm3,0.00041321354
oh_roll6_min,0.00041270306
metar_relative_humidity_roll6_min,0.00041266796
dust_aerosol_09_20_mixing_ratio_ewm6,0.000412332
metar_relative_humidity_roll12_mean,0.0004110119
total_parking_minutes_roll6_mean,0.00040986686
dust_aerosol_055_09_mixing_ratio_roll6_mean,0.0004089973
ozone_mass_mixing_ratio_diff6,0.00040823032
oh_roll12_std,0.0004079697
h2o2_roll2_min,0.00040749912
dust_aerosol_09_20_mixing_ratio_roll3_min,0.00040736323
metar_dew_point_c_roll12_skew,0.0004043422
dust_aerosol_003_055_mixing_ratio_lag1,0.00040396515
dust_aerosol_055_09_mixing_ratio_pct_change6,0.0004039092
metar_visibility_mi_lag6,0.0004033214
temperature_roll12_std,0.00040231764
total_parking_minutes_lag6,0.00040223665
h2o2_roll6_max,0.00039829305
ethane_lag6,0.00039777847
hydrophobic_organic_matter_aerosol_mixing_ratio_roll2_min,0.00039710331
metar_relative_humidity_ewm3,0.00039648107
organic_nitrates_roll12_std,0.00039261748
metar_relative_humidity_pct_change6,0.0003876975
isoprene_roll3_mean,0.0003864263
sulphur_dioxide_mass_mixing_ratio_roll6_std,0.00038634433
dust_aerosol_09_20_mixing_ratio_diff12,0.00038452478
carbon_monoxide_mass_mixing_ratio_roll6_min,0.00038429943
nitrogen_monoxide_mass_mixing_ratio_roll2_mean,0.00038275914
sea_salt_aerosol_5_20_mixing_ratio_roll6_mean,0.00038013147
temperature_diff3,0.00037736256
organic_nitrates_roll3_max,0.0003766711
metar_visibility_mi_roll2_mean,0.00037650816
total_parking_minutes_diff12,0.00037584497
hydrophobic_black_carbon_aerosol_mixing_ratio_roll6_min,0.0003736603
metar_relative_humidity_diff12,0.00037008023
sulphur_dioxide_mass_mixing_ratio_cumsum,0.0003689717
temperature_diff1,0.0003687472
sulphur_dioxide_mass_mixing_ratio_roll2_max,0.00036547548
ethane_roll2_std,0.00036471977
hydrophilic_organic_matter_aerosol_mixing_ratio_roll6_min,0.00036436765
sulphur_dioxide_mass_mixing_ratio_lag3,0.0003638971
sea_salt_aerosol_5_20_mixing_ratio,0.00036336362
sea_salt_aerosol_003_05_mixing_ratio_lag6,0.00036159754
metar_dew_point_c_pct_change6,0.00036061363
specific_humidity_roll6_mean,0.00035936708
ozone_mass_mixing_ratio_roll2_max,0.0003577576
carbon_monoxide_mass_mixing_ratio_lag12,0.00035720432
hno3_roll2_max,0.00035701552
metar_visibility_mi_roll6_std,0.00035660266
sea_salt_aerosol_05_5_mixing_ratio_lag1,0.0003553313
organic_nitrates_roll6_min,0.00035368983
organic_nitrates_lag2,0.00035255315
temperature_roll6_max,0.00035147028
hydrophobic_black_carbon_aerosol_mixing_ratio_roll2_min,0.00035126234
total_parking_minutes_pct_change3,0.00035106024
ethane_roll3_max,0.0003503538
nitrogen_dioxide_mass_mixing_ratio_roll12_std,0.00034977327
nitrogen_monoxide_mass_mixing_ratio_ewm6,0.00034752922
oh_ewm12,0.00034733434
sea_salt_aerosol_5_20_mixing_ratio_roll12_std,0.00034651253
hno3_lag1,0.00034645922
metar_visibility_mi_roll12_skew,0.00034554407
sea_salt_aerosol_05_5_mixing_ratio_roll6_max,0.00034371993
hydrophobic_organic_matter_aerosol_mixing_ratio_roll2_max,0.00034215458
temperature_roll2_min,0.00034051057
specific_humidity_diff3,0.00034024438
dust_aerosol_003_055_mixing_ratio_diff1,0.00034024208
total_parking_minutes_lag12,0.00033942863
sea_salt_aerosol_05_5_mixing_ratio_roll6_min,0.00033814236
c3h8_roll12_mean,0.0003378025
carbon_monoxide_mass_mixing_ratio_roll6_std,0.00033726208
metar_relative_humidity_roll12_std,0.00033650477
sea_salt_aerosol_003_05_mixing_ratio_roll6_mean,0.00033614985
metar_dew_point_c_roll2_min,0.00033540893
total_parking_minutes_roll2_mean,0.0003337658
nitrogen_dioxide_mass_mixing_ratio_roll2_max,0.00033302413
metar_hour_precipitation_roll6_min,0.00033254686
dust_aerosol_09_20_mixing_ratio_lag2,0.00033139935
sea_salt_aerosol_05_5_mixing_ratio_roll12_std,0.00033073834
hno3,0.00032919514
temp_humidity_interaction,0.00032639745
hydrophilic_organic_matter_aerosol_mixing_ratio_roll6_max,0.00032524022
metar_dew_point_c_lag2,0.00032346987
total_parking_minutes_roll2_max,0.0003234371
nitrogen_monoxide_mass_mixing_ratio_diff6,0.0003228821
ethane_ewm6,0.00032221683
nitrogen_monoxide_mass_mixing_ratio_roll6_std,0.00032173892
temperature_roll2_std,0.00032137035
dust_aerosol_055_09_mixing_ratio_roll6_min,0.0003213646
organic_nitrates_roll6_std,0.00032099622
sea_salt_aerosol_5_20_mixing_ratio_roll2_mean,0.00032031097
hydrophobic_black_carbon_aerosol_mixing_ratio,0.00031991123
metar_relative_humidity_roll3_min,0.0003198618
metar_wind_speed_kn_roll6_min,0.000318612
formaldehyde_lag2,0.0003182142
sulphur_dioxide_mass_mixing_ratio_roll2_min,0.00031800632
formaldehyde_ewm12,0.00031756033
dust_aerosol_003_055_mixing_ratio_roll2_max,0.00031740393
metar_visibility_mi_roll2_std,0.00031728623
total_parking_minutes_pct_change6,0.00031515933
isoprene_pct_change3,0.00031463418
hydrophobic_organic_matter_aerosol_mixing_ratio_roll12_std,0.00031395524
nitrogen_monoxide_mass_mixing_ratio_roll3_mean,0.00031353385
organic_nitrates_roll12_min,0.00031335972
sulphur_dioxide_mass_mixing_ratio_lag12,0.00031238075
total_parking_minutes metar_wind_speed_kn,0.0003119456
metar_temperature_c_roll12_std,0.00031171605
nitrogen_dioxide_mass_mixing_ratio_roll6_max,0.00031083493
sea_salt_aerosol_05_5_mixing_ratio_lag3,0.0003099648
metar_dew_point_c_lag3,0.00030951833
metar_relative_humidity_roll6_mean,0.0003086994
ethane_roll6_std,0.00030853352
hydrophobic_black_carbon_aerosol_mixing_ratio_roll12_max,0.00030832837
total_parking_minutes_roll6_kurt,0.0003078322
dust_aerosol_003_055_mixing_ratio_roll12_std,0.00030587803
ethane_roll2_min,0.00030570358
metar_temperature_c_roll2_std,0.0003043165
formaldehyde_roll3_min,0.00030422487
sulphur_dioxide_mass_mixing_ratio_diff1,0.0003041787
hydrophobic_black_carbon_aerosol_mixing_ratio_diff6,0.00030384675
metar_relative_humidity_lag6,0.00030242358
metar_hour_precipitation_roll12_skew,0.00030170233
ethane_diff1,0.00030118888
dust_aerosol_055_09_mixing_ratio_diff6,0.00030029292
ethane_lag12,0.00029973377
metar_wind_speed_kn_roll2_mean,0.00029971104
dust_aerosol_09_20_mixing_ratio_roll2_max,0.0002992254
c3h8_lag12,0.00029835769
hydrophobic_black_carbon_aerosol_mixing_ratio_lag3,0.00029776894
temperature_lag3,0.00029737927
sulphur_dioxide_mass_mixing_ratio_roll6_max,0.00029718206
ozone_mass_mixing_ratio_roll2_min,0.00029711943
dust_aerosol_055_09_mixing_ratio_pct_change3,0.00029662697
metar_visibility_mi_roll3_std,0.0002961869
metar_visibility_mi_ewm12,0.000295922
isoprene_ewm12,0.00029549893
metar_wind_speed_kn_roll2_min,0.0002949326
specific_humidity_lag3,0.000294371
c3h8,0.00029411647
metar_temperature_c_pct_change3,0.00029367616
temperature metar_wind_speed_kn,0.00029342275
metar_temperature_c_roll6_max,0.0002930808
h2o2_roll12_std,0.00029202542
hydrophobic_black_carbon_aerosol_mixing_ratio_lag2,0.00029158258
c3h8_roll6_min,0.00029056368
hydrophobic_organic_matter_aerosol_mixing_ratio_roll24_mean,0.00028949414
metar_dew_point_c_roll12_kurt,0.00028920628
hydrophilic_organic_matter_aerosol_mixing_ratio_pct_change3,0.00028888744
metar_temperature_c_roll2_max,0.000288674
metar_wind_speed_kn_roll3_std,0.00028852833
h2o2_pct_change1,0.0002882815
sea_salt_aerosol_5_20_mixing_ratio_ewm6,0.0002882317
metar_visibility_mi_ewm6,0.00028823136
formaldehyde_ewm6,0.00028788496
isoprene_roll3_min,0.00028753767
metar_relative_humidity_roll12_kurt,0.0002861517
metar_visibility_mi_pct_change1,0.00028563998
temperature,0.00028498785
sulphur_dioxide_mass_mixing_ratio_roll3_mean,0.00028478116
hno3_pct_change3,0.00028233975
dust_aerosol_055_09_mixing_ratio_lag3,0.00028227057
specific_humidity_ewm12,0.00028213282
h2o2_roll3_max,0.00028085246
organic_nitrates_lag1,0.00028047833
sea_salt_aerosol_5_20_mixing_ratio_roll6_min,0.00027992963
total_parking_minutes_roll6_skew,0.00027937914
hydrophobic_organic_matter_aerosol_mixing_ratio_roll6_max,0.00027857267
c3h8_ewm6,0.00027857098
dust_aerosol_09_20_mixing_ratio_ewm3,0.00027806853
metar_visibility_mi_roll2_min,0.0002777771
organic_nitrates_diff1,0.0002774012
metar_dew_point_c_roll6_max,0.00027739006
hydrophobic_black_carbon_aerosol_mixing_ratio_pct_change1,0.00027654442
sulphate_aerosol_mixing_ratio_roll2_max,0.00027618915
ozone_mass_mixing_ratio_lag3,0.00027503504
oh_roll3_min,0.00027497477
ozone_mass_mixing_ratio_diff3,0.00027495538
hno3_pct_change1,0.00027343526
oh_roll6_mean,0.000273294
ozone_mass_mixing_ratio_roll3_min,0.000272884
ozone_mass_mixing_ratio_roll12_std,0.00027278365
hydrophobic_organic_matter_aerosol_mixing_ratio_ewm3,0.00027269206
ozone_mass_mixing_ratio_roll3_mean,0.00027213196
dust_aerosol_09_20_mixing_ratio_roll3_mean,0.0002719178
metar_temperature_c_diff3,0.00027175812
hno3_pct_change6,0.0002713497
age_months_sqrt,0.00027130364
metar_visibility_mi_roll3_max,0.00027007938
nitrogen_monoxide_mass_mixing_ratio_roll2_max,0.00026908028
ethane_roll3_min,0.00026855283
dust_aerosol_003_055_mixing_ratio_roll6_max,0.0002685044
nitrogen_dioxide_mass_mixing_ratio_roll6_min,0.0002679688
total_parking_minutes_lag1,0.00026711018
sulphate_aerosol_mixing_ratio_lag1,0.00026665578
nitrogen_monoxide_mass_mixing_ratio_ewm3,0.00026663212
oh_lag1,0.0002664745
sulphur_dioxide_mass_mixing_ratio_diff3,0.0002663071
temperature_pct_change6,0.0002657894
hno3_ewm3,0.00026566867
dust_aerosol_003_055_mixing_ratio_roll2_min,0.00026557865
dust_aerosol_09_20_mixing_ratio_lag1,0.0002649317
organic_nitrates_roll12_mean,0.00026459555
isoprene_pct_change1,0.00026431202
specific_humidity_diff1,0.0002636441
dust_aerosol_055_09_mixing_ratio_roll3_min,0.00026276355
metar_visibility_mi_lag3,0.00026236163
formaldehyde_roll3_std,0.00026232714
metar_dew_point_c_diff3,0.00026174527
specific_humidity_roll6_std,0.0002601781
sea_salt_aerosol_05_5_mixing_ratio_lag2,0.00025965477
c3h8_roll3_mean,0.00025945372
sulphate_aerosol_mixing_ratio_roll2_min,0.00025868625
c3h8_lag6,0.00025857557
hydrophilic_black_carbon_aerosol_mixing_ratio_roll6_max,0.0002573918
metar_dew_point_c_roll3_min,0.00025727303
specific_humidity_pct_change3,0.000256953
sulphur_dioxide_mass_mixing_ratio_roll3_min,0.00025652142
dust_aerosol_003_055_mixing_ratio_diff12,0.00025620186
sulphate_aerosol_mixing_ratio_roll6_std,0.00025611327
nitrogen_dioxide_mass_mixing_ratio_roll6_mean,0.00025598909
hydrophilic_organic_matter_aerosol_mixing_ratio_roll6_std,0.00025588938
metar_wind_speed_kn_roll3_mean,0.00025553332
metar_relative_humidity,0.0002549262
metar_relative_humidity_roll12_skew,0.0002545703
metar_temperature_c_lag1,0.00025319823
metar_visibility_mi_roll6_max,0.0002529103
metar_visibility_mi_diff1,0.00025263845
hydrophobic_black_carbon_aerosol_mixing_ratio_ewm6,0.0002526217
organic_nitrates_roll2_std,0.00025256842
c3h8_pct_change3,0.0002520302
sea_salt_aerosol_05_5_mixing_ratio_roll3_max,0.00025162395
hydrophobic_black_carbon_aerosol_mixing_ratio_roll6_max,0.00025154228
oh_lag6,0.00025146833
total_parking_minutes_ewm6,0.00025133957
hydrophilic_black_carbon_aerosol_mixing_ratio_roll3_std,0.000251256
ethane_lag1,0.00025070694
nitrogen_monoxide_mass_mixing_ratio_roll6_mean,0.00025022388
sea_salt_aerosol_5_20_mixing_ratio_roll3_max,0.00025014253
c3h8_roll2_min,0.00024929087
sea_salt_aerosol_5_20_mixing_ratio_roll6_std,0.00024807264
sea_salt_aerosol_5_20_mixing_ratio_diff6,0.00024730887
formaldehyde_roll3_mean,0.00024723596
hydrophilic_black_carbon_aerosol_mixing_ratio_roll3_mean,0.0002471896
carbon_monoxide_mass_mixing_ratio_ewm6,0.00024713707
metar_temperature_c_roll2_mean,0.00024708913
metar_temperature_c_roll2_min,0.00024512943
ozone_mass_mixing_ratio_lag12,0.00024486965
h2o2_lag12,0.00024476915
dust_aerosol_055_09_mixing_ratio_pct_change1,0.0002446081
metar_hour_precipitation_roll6_mean,0.00024444205
metar_dew_point_c_lag12,0.00024432174
sea_salt_aerosol_003_05_mixing_ratio_ewm12,0.00024391718
ethane_roll6_mean,0.00024364001
dust_total,0.00024363931
isoprene_diff1,0.00024304555
metar_relative_humidity_roll2_min,0.00024301723
hydrophilic_organic_matter_aerosol_mixing_ratio_lag3,0.0002429426
organic_nitrates_roll2_min,0.00024288749
nitrogen_dioxide_mass_mixing_ratio_lag6,0.00024286617
organic_nitrates_roll6_max,0.00024208894
dust_aerosol_055_09_mixing_ratio_roll2_max,0.00024183175
c3h8_lag3,0.00024174743
metar_dew_point_c_pct_change1,0.00024124175
metar_wind_speed_kn_ewm3,0.00024109632
metar_wind_speed_kn specific_humidity,0.00023998476
oh_roll2_min,0.00023984733
temperature_roll6_std,0.00023950396
dust_aerosol_003_055_mixing_ratio_roll3_max,0.00023874958
ozone_mass_mixing_ratio_roll6_std,0.00023836139
hydrophilic_organic_matter_aerosol_mixing_ratio_roll2_max,0.00023786603
hno3_roll2_min,0.00023732898
sulphate_aerosol_mixing_ratio_lag12,0.00023729594
dust_aerosol_003_055_mixing_ratio_roll6_std,0.00023711158
dust_aerosol_055_09_mixing_ratio_ewm12,0.00023707795
total_parking_minutes specific_humidity,0.00023671586
sea_salt_aerosol_003_05_mixing_ratio_roll6_max,0.00023659102
c3h8_diff3,0.00023645852
metar_visibility_mi_diff6,0.00023604384
nitrogen_monoxide_mass_mixing_ratio_roll2_std,0.00023491963
formaldehyde_ewm3,0.00023360571
hydrophilic_organic_matter_aerosol_mixing_ratio_roll3_std,0.00023357896
formaldehyde_lag12,0.00023354095
oh_roll6_max,0.00023337787
dust_aerosol_003_055_mixing_ratio_roll3_mean,0.00023216447
metar_dew_point_c_diff6,0.00023175334
dust_aerosol_09_20_mixing_ratio_diff1,0.00023157714
specific_humidity_roll6_min,0.00023146326
hydrophobic_organic_matter_aerosol_mixing_ratio_diff1,0.00023094387
ethane_roll6_max,0.00023005343
dust_aerosol_09_20_mixing_ratio_roll6_std,0.00023003685
metar_temperature_c_roll3_max,0.0002298319
metar_visibility_mi_pct_change6,0.00022908216
nitrogen_monoxide_mass_mixing_ratio_diff3,0.00022855343
ozone_mass_mixing_ratio_roll3_std,0.00022745942
dust_aerosol_09_20_mixing_ratio,0.00022687441
sulphur_dioxide_mass_mixing_ratio_lag1,0.00022496335
nitrogen_monoxide_mass_mixing_ratio_roll6_max,0.00022495945
isoprene_diff6,0.00022476587
ozone_mass_mixing_ratio_roll2_std,0.0002246257
oh_lag12,0.00022437988
hydrophilic_black_carbon_aerosol_mixing_ratio,0.00022422364
metar_dew_point_c_roll6_mean,0.00022378516
metar_temperature_c_lag3,0.000223536
h2o2_roll3_mean,0.00022262707
formaldehyde_roll2_mean,0.00022259894
sulphate_aerosol_mixing_ratio_roll3_std,0.00022247457
specific_humidity_roll2_mean,0.0002223434
sulphate_aerosol_mixing_ratio_diff3,0.00022144233
oh_pct_change1,0.00022127415
ethane_lag2,0.0002205733
ozone_mass_mixing_ratio_ewm3,0.00022027113
sea_salt_aerosol_003_05_mixing_ratio_diff3,0.00022018573
metar_relative_humidity_lag3,0.00021950722
dust_aerosol_09_20_mixing_ratio_lag12,0.00021943338
hydrophilic_black_carbon_aerosol_mixing_ratio_roll12_mean,0.00021816959
dust_aerosol_09_20_mixing_ratio_diff6,0.00021731258
organic_nitrates_roll2_max,0.00021615601
metar_relative_humidity_pct_change3,0.00021542094
ozone_mass_mixing_ratio_roll6_mean,0.000214869
sea_salt_aerosol_05_5_mixing_ratio_roll6_mean,0.0002142581
dust_aerosol_09_20_mixing_ratio_roll3_max,0.00021399593
formaldehyde_diff12,0.00021398741
ethane_diff6,0.0002137946
hydrophobic_organic_matter_aerosol_mixing_ratio_roll3_std,0.00021367946
specific_humidity_lag6,0.00021339572
hydrophilic_organic_matter_aerosol_mixing_ratio_roll2_min,0.00021312406
specific_humidity_lag1,0.00021300043
formaldehyde_diff3,0.00021164333
dust_aerosol_055_09_mixing_ratio_roll2_std,0.00021088151
metar_relative_humidity specific_humidity,0.00021085115
dust_aerosol_055_09_mixing_ratio_roll2_min,0.00020979575
sea_salt_aerosol_003_05_mixing_ratio_pct_change3,0.00020949042
c3h8_pct_change6,0.00020947329
formaldehyde_lag6,0.00020947226
ethane_roll2_max,0.00020932747
isoprene_ewm6,0.00020919429
c3h8_roll3_max,0.00020913008
metar_wind_speed_kn_roll6_skew,0.00020891817
isoprene_roll3_max,0.00020835095
metar_wind_speed_kn_pct_change1,0.00020813894
temperature_ewm12,0.00020804645
metar_visibility_mi_roll6_min,0.00020708339
oh_roll2_std,0.00020692557
metar_relative_humidity_roll2_std,0.00020635656
hydrophobic_organic_matter_aerosol_mixing_ratio_roll3_min,0.00020635467
sulphate_aerosol_mixing_ratio_diff1,0.00020626512
sulphate_aerosol_mixing_ratio_roll3_min,0.00020587274
nitrogen_monoxide_mass_mixing_ratio_roll3_max,0.00020550335
total_parking_minutes_diff6,0.00020539266
carbon_monoxide_mass_mixing_ratio_diff3,0.00020523238
sulphur_dioxide_mass_mixing_ratio,0.00020499183
metar_wind_speed_kn_roll2_max,0.00020495984
sulphate_aerosol_mixing_ratio_pct_change1,0.00020478303
sea_salt_aerosol_05_5_mixing_ratio_pct_change6,0.00020227168
humidity_seasalt_interaction,0.000202033
dust_aerosol_003_055_mixing_ratio_pct_change6,0.0002016028
hydrophobic_organic_matter_aerosol_mixing_ratio_roll3_max,0.00020154985
isoprene_diff3,0.00020152428
metar_dew_point_c_roll2_mean,0.00020127711
hydrophobic_organic_matter_aerosol_mixing_ratio_diff3,0.00020106224
total_parking_minutes_roll3_mean,0.0002008533
metar_temperature_c_lag12,0.00020052608
hno3_roll2_std,0.000200129
ozone_mass_mixing_ratio_lag1,0.0001999082
dust_aerosol_09_20_mixing_ratio_roll2_std,0.00019985341
total_parking_minutes_lag2,0.00019985114
metar_temperature_c_roll6_min,0.00019908132
specific_humidity_lag2,0.00019897088
hydrophilic_organic_matter_aerosol_mixing_ratio_diff12,0.00019893571
hydrophobic_black_carbon_aerosol_mixing_ratio_roll2_std,0.00019891656
metar_visibility_mi_roll6_skew,0.00019880572
isoprene_roll3_std,0.00019857561
ozone_mass_mixing_ratio_pct_change1,0.00019803357
metar_temperature_c_pct_change6,0.0001972397
metar_wind_speed_kn_roll6_kurt,0.00019692925
hydrophilic_organic_matter_aerosol_mixing_ratio_roll3_min,0.00019595229
metar_relative_humidity_lag12,0.00019522653
dust_aerosol_055_09_mixing_ratio_roll6_max,0.00019499128
dust_aerosol_055_09_mixing_ratio_lag12,0.00019479869
organic_nitrates_lag6,0.0001946505
metar_relative_humidity_pct_change1,0.00019463277
dust_aerosol_003_055_mixing_ratio_lag2,0.00019461937
sea_salt_aerosol_5_20_mixing_ratio_roll2_min,0.00019436887
metar_relative_humidity_roll3_mean,0.00019250228
formaldehyde_roll6_max,0.00019225752
metar_dew_point_c,0.00019163502
metar_wind_speed_kn_diff12,0.00019153261
formaldehyde,0.00019141052
metar_relative_humidity_roll3_max,0.00019127573
h2o2_roll2_max,0.00019013138
specific_humidity_pct_change1,0.00018976528
hydrophilic_black_carbon_aerosol_mixing_ratio_pct_change1,0.00018947842
hydrophilic_black_carbon_aerosol_mixing_ratio_lag12,0.00018928006
sulphate_aerosol_mixing_ratio_lag6,0.0001887626
total_parking_minutes_ewm3,0.00018875656
formaldehyde_roll2_min,0.00018873707
nitrogen_monoxide_mass_mixing_ratio_lag6,0.0001885883
metar_visibility_mi_roll3_mean,0.0001885282
carbon_monoxide_mass_mixing_ratio_lag6,0.00018852558
oh,0.00018831265
metar_temperature_c_roll6_std,0.00018815899
c3h8_roll2_mean,0.00018791483
carbon_monoxide_mass_mixing_ratio_diff6,0.00018758558
sea_salt_aerosol_003_05_mixing_ratio_roll3_max,0.00018716081
hydrophobic_black_carbon_aerosol_mixing_ratio_diff3,0.00018687302
sulphur_dioxide_mass_mixing_ratio_roll6_mean,0.00018680036
c3h8_diff12,0.00018644828
hydrophobic_organic_matter_aerosol_mixing_ratio_lag12,0.00018559622
metar_wind_speed_kn_lag1,0.00018559264
carbon_monoxide_mass_mixing_ratio_roll2_mean,0.00018544603
hydrophilic_black_carbon_aerosol_mixing_ratio_diff3,0.00018536522
sea_salt_aerosol_5_20_mixing_ratio_roll3_std,0.00018535268
isoprene_lag3,0.00018523925
hydrophobic_black_carbon_aerosol_mixing_ratio_pct_change6,0.0001848661
sulphur_dioxide_mass_mixing_ratio_diff6,0.00018450977
sea_salt_aerosol_5_20_mixing_ratio_lag1,0.00018427585
metar_relative_humidity_roll3_std,0.00018381207
dust_aerosol_09_20_mixing_ratio_roll6_mean,0.00018335729
sulphate_aerosol_mixing_ratio_roll6_mean,0.0001832117
metar_dew_point_c_roll6_min,0.00018302929
sulphur_dioxide_mass_mixing_ratio_pct_change1,0.00018296197
ozone_mass_mixing_ratio_lag6,0.0001825417
sea_salt_aerosol_003_05_mixing_ratio_roll2_min,0.00018220319
hydrophilic_black_carbon_aerosol_mixing_ratio_roll3_max,0.00018214353
c3h8_roll2_max,0.00018162554
nitrogen_dioxide_mass_mixing_ratio_diff1,0.00018136026
dust_aerosol_003_055_mixing_ratio_roll3_min,0.00018126049
sulphate_aerosol_mixing_ratio_roll3_mean,0.00018109374
hydrophilic_black_carbon_aerosol_mixing_ratio_pct_change3,0.00018097935
sea_salt_aerosol_003_05_mixing_ratio_pct_change6,0.00018044232
metar_relative_humidity_roll6_max,0.00018035318
metar_relative_humidity_ewm6,0.00018022994
metar_relative_humidity_diff6,0.00018015502
total_parking_minutes_diff3,0.00017999961
sea_salt_aerosol_5_20_mixing_ratio_roll3_mean,0.00017963149
c3h8_lag1,0.00017947488
carbon_monoxide_mass_mixing_ratio_ewm3,0.00017919269
carbon_monoxide_mass_mixing_ratio_pct_change1,0.00017903076
isoprene_roll2_std,0.00017838013
dust_aerosol_09_20_mixing_ratio_ewm12,0.0001782533
sea_salt_aerosol_003_05_mixing_ratio_roll3_min,0.00017804449
hno3_roll3_min,0.00017758684
organic_nitrates_pct_change1,0.00017711974
hydrophobic_organic_matter_aerosol_mixing_ratio_lag1,0.00017700563
oh_roll3_std,0.0001767204
ozone_mass_mixing_ratio_diff1,0.00017639194
oh_ewm3,0.00017636037
organic_nitrates_roll3_std,0.00017560809
sulphur_dioxide_mass_mixing_ratio_roll3_std,0.00017539282
metar_dew_point_c_roll6_std,0.00017530218
metar_temperature_c_roll3_min,0.00017522724
hydrophilic_black_carbon_aerosol_mixing_ratio_pct_change6,0.0001748445
dust_aerosol_055_09_mixing_ratio_roll3_max,0.0001748364
metar_relative_humidity_roll6_kurt,0.00017443074
metar_relative_humidity_diff1,0.00017427561
nitrogen_monoxide_mass_mixing_ratio_diff12,0.00017415814
metar_dew_point_c_pct_change3,0.00017322884
isoprene_roll2_max,0.0001730945
hydrophilic_black_carbon_aerosol_mixing_ratio_roll2_mean,0.00017308314
formaldehyde_roll6_std,0.00017306149
nitrogen_dioxide_mass_mixing_ratio_lag12,0.00017192525
dust_aerosol_055_09_mixing_ratio_roll3_std,0.00017182359
h2o2_diff1,0.00017051902
nitrogen_dioxide_mass_mixing_ratio_ewm12,0.00017038005
metar_visibility_mi_lag2,0.00017012209
sea_salt_aerosol_05_5_mixing_ratio_roll3_min,0.00016877112
temperature_roll3_mean,0.00016840304
sea_salt_aerosol_003_05_mixing_ratio_roll2_max,0.00016819945
sea_salt_aerosol_003_05_mixing_ratio_roll3_std,0.00016805934
ethane_roll2_mean,0.00016796715
formaldehyde_diff6,0.00016792945
sea_salt_aerosol_05_5_mixing_ratio_pct_change3,0.00016792188
isoprene_lag2,0.00016772168
hydrophobic_black_carbon_aerosol_mixing_ratio_diff12,0.00016764928
sulphate_aerosol_mixing_ratio_roll2_std,0.0001674955
isoprene_ewm3,0.00016708297
sulphate_aerosol_mixing_ratio_roll12_std,0.00016662189
organic_nitrates,0.00016658321
metar_wind_speed_kn_roll12_kurt,0.00016629048
pollution_index,0.00016577063
ethane_ewm3,0.00016547604
h2o2_lag2,0.00016522092
c3h8_pct_change1,0.00016521428
h2o2_lag1,0.00016496694
ethane_roll3_mean,0.00016447823
temperature metar_relative_humidity,0.0001638916
nitrogen_dioxide_mass_mixing_ratio_diff12,0.00016385227
formaldehyde_roll2_std,0.00016362661
isoprene_roll6_std,0.00016357917
hydrophilic_black_carbon_aerosol_mixing_ratio_diff12,0.00016304337
nitrogen_monoxide_mass_mixing_ratio_diff1,0.00016271032
sea_salt_aerosol_05_5_mixing_ratio_diff3,0.00016259459
dust_aerosol_09_20_mixing_ratio_roll2_min,0.00016174187
ethane_pct_change1,0.00016150947
temperature_lag1,0.00016147947
sea_salt_aerosol_003_05_mixing_ratio_diff6,0.0001613769
metar_relative_humidity_roll6_skew,0.00016114558
specific_humidity_ewm6,0.0001610552
h2o2_ewm12,0.00016095681
nitrogen_dioxide_mass_mixing_ratio_ewm6,0.00016091662
hydrophobic_black_carbon_aerosol_mixing_ratio_roll3_min,0.00016086923
h2o2,0.00016075457
nitrogen_monoxide_mass_mixing_ratio_lag2,0.00016065748
h2o2_ewm3,0.00016047257
